Flow Packets/s,Bwd Init Win Bytes,Subflow Bwd Bytes,Dst Port,FWD Init Win Bytes,Bwd IAT Max,Fwd Packet Length Std,Protocol,Bwd Bytes/Bulk Avg,Fwd URG Flags,Subflow Fwd Bytes,Total Fwd Packet,RST Flag Count,Packet Length Min,SYN Flag Count,Down/Up Ratio,Bwd Packets/s,Flow Bytes/s,Fwd PSH Flags,Bwd Segment Size Avg,Active Min,Bwd Bulk Rate Avg,Active Std,Label,Total Bwd packets,Bwd Packet Length Min,Idle Std,Fwd IAT Std,Packet Length Std,Src Port,Traffic Type,FIN Flag Count,ECE Flag Count,CWR Flag Count,Idle Min,Fwd Seg Size Min
1.1626600110840253,0.0,0.0,31682,512.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.3875533370280084,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,0.0,2397.0,Information Gathering,0.0,0.0,0.0,0.0,20.0
52.7997043216558,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.399852160827898,35798.19953008263,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,782.8869650211325,18340.0,DoS,0.0,1.0,0.0,0.0,20.0
0.1667901608816194,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,1000.0,2.0,2.0,500.0,0.0,0.0,0.0,83.3950804408097,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,44046.0,DoS,0.0,0.0,0.0,11991115.0,20.0
0.1947942028466056,0.0,0.0,41545,512.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,1181.0,Information Gathering,0.0,0.0,0.0,10267246.0,20.0
16.58182300562124,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.29091150281062,248.72734508431856,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,17.320508075688775,50631.0,DoS,0.0,0.0,0.0,0.0,40.0
90909.09090909093,0.0,0.0,8080,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,0.0,0.0,0.0,0.0,0.0,60148.0,Video,0.0,0.0,0.0,0.0,20.0
0.1529949604989961,0.0,0.0,0,512.0,0.0,14.142135623730953,6.0,0.0,0.0,80.0,2.0,1.0,0.0,0.0,0.0,0.050998320166332,4.079865613306564,1.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,20.615528128088304,60000.0,DoS,0.0,0.0,0.0,19580928.0,20.0
0.294661297152069,0.0,0.0,0,512.0,0.0,14.142135623730953,6.0,0.0,0.0,980.0,2.0,1.0,0.0,0.0,0.0,0.098220432384023,96.25602373634256,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,246.84678108764825,31658.0,DoS,0.0,2.0,0.0,10157416.0,20.0
83.98068444257821,0.0,0.0,0,1000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,41.990342221289104,2099.517111064455,1.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,15239.0,DoS,0.0,0.0,0.0,0.0,20.0
110.50334272611748,0.0,0.0,29472,65280.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,55.25167136305873,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,0.0,46470.0,Information Gathering,0.0,0.0,0.0,0.0,40.0
0.3966118245056134,0.0,0.0,9582,512.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,2963.0,Information Gathering,0.0,0.0,0.0,5042714.0,20.0
50.457905492343016,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,25.228952746171508,1261.4476373085754,1.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,33220.0,DoS,0.0,0.0,0.0,0.0,20.0
0.2308174005852144,0.0,0.0,0,512.0,0.0,14.142135623730953,6.0,0.0,0.0,80.0,2.0,2.0,30.0,0.0,0.0,0.0,9.232696023408575,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,11.547005383792516,39435.0,DoS,0.0,0.0,0.0,8664858.0,20.0
91.441111923921,0.0,0.0,0,1000.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,45.7205559619605,2286.027798098025,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,60232.0,DoS,0.0,0.0,0.0,0.0,20.0
6.226611291336916,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.113305645668458,1556.652822834229,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,288.67513459481285,39993.0,DoS,0.0,0.0,0.0,0.0,20.0
11.944006497539531,0.0,0.0,0,1000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.972003248769767,298.6001624384883,1.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,8399.0,DoS,0.0,0.0,0.0,0.0,20.0
81.25457056959453,0.0,0.0,0,1000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,40.62728528479727,2031.364264239864,1.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,63659.0,DoS,0.0,0.0,0.0,0.0,20.0
0.3227681977785801,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,0.0,0.1075893992595267,10.75893992595267,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,25.0,42373.0,DoS,2.0,0.0,0.0,8534913.0,20.0
7.150288335377124,0.0,0.0,0,50.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.575144167688562,178.7572083844281,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,28206.0,DoS,0.0,0.0,0.0,0.0,20.0
0.6548151669598602,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,1000.0,2.0,2.0,500.0,0.0,0.0,0.0,327.40758347993005,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,40190.0,DoS,0.0,0.0,0.0,0.0,20.0
0.1548849153450681,0.0,0.0,0,512.0,0.0,11.547005383792516,6.0,0.0,0.0,65.0,3.0,0.0,30.0,0.0,0.0,0.0,6.711679664952952,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,443726.475757307,443726.475757307,11.547005383792516,4931.0,DoS,0.0,3.0,0.0,9370848.0,20.0
0.1550559549317019,0.0,0.0,0,512.0,0.0,7.559289460184543,6.0,0.0,0.0,580.0,7.0,0.0,480.0,0.0,0.0,0.0,77.0849604517604,1.0,0.0,6109073.0,0.0,0.0,Malicious,0.0,0.0,587692.3225254293,3491959.3331368994,7.071067811865473,44494.0,DoS,0.0,0.0,0.0,8882235.0,20.0
61.934844543540194,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,30.967422271770097,14864.362690449649,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,277.1281292110204,20818.0,DoS,0.0,0.0,0.0,0.0,40.0
0.1176156416100852,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,1000.0,2.0,2.0,500.0,0.0,0.0,0.0,58.80782080504261,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,13109.0,DoS,0.0,0.0,0.0,17004541.0,20.0
0.1528188039666871,0.0,0.0,0,512.0,0.0,14.142135623730953,6.0,0.0,0.0,80.0,2.0,1.0,0.0,0.0,0.0,0.050939601322229,4.075168105778324,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,20.615528128088304,47105.0,DoS,0.0,0.0,2.0,19422029.0,20.0
0.2098103545186541,0.0,0.0,0,512.0,0.0,11.547005383792516,6.0,0.0,0.0,740.0,3.0,1.0,0.0,3.0,0.0,0.0524525886296635,77.62983117190203,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,996082.2307743976,996082.2307743976,221.54006409676785,56896.0,DoS,0.0,0.0,0.0,8811780.0,20.0
0.0570830428123582,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,75.0,3.0,0.0,50.0,3.0,0.0,0.0,2.854152140617911,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,32950135.14211121,0.0,22290.0,DoS,0.0,0.0,0.0,49576770.0,20.0
22.50528874285457,0.0,0.0,0,1000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,11.252644371427284,562.6322185713642,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,54081.0,DoS,0.0,0.0,0.0,0.0,20.0
149.1313101185594,0.0,0.0,0,1000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,74.5656550592797,3728.282752963985,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,46525.0,DoS,0.0,0.0,0.0,0.0,20.0
0.0998972606622718,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,1.0,1000.0,2.0,0.0,500.0,0.0,0.0,0.0,49.948630331135945,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,17942.0,DoS,0.0,0.0,0.0,20020569.0,20.0
0.3712084766198053,0.0,0.0,36678,512.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,2963.0,Information Gathering,0.0,0.0,0.0,5387808.0,20.0
1.3894263267110958,0.0,0.0,0,50.0,0.0,0.0,6.0,0.0,0.0,100.0,2.0,2.0,50.0,0.0,0.0,0.0,69.47131633555479,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,58716.0,DoS,0.0,0.0,0.0,0.0,20.0
39.86843416724808,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.93421708362404,996.710854181202,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,2751.0,DoS,0.0,0.0,0.0,0.0,20.0
0.1726821500965336,0.0,0.0,0,50.0,0.0,0.0,6.0,0.0,0.0,100.0,2.0,2.0,50.0,0.0,0.0,0.0,8.634107504826682,0.0,0.0,0.0,0.0,0.0,Malicious,0.0,0.0,0.0,0.0,0.0,46629.0,DoS,0.0,0.0,0.0,11581973.0,20.0
87.5196919306844,0.0,0.0,0,512.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,43.7598459653422,2187.99229826711,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,0.0,0.0,28.867513459481287,44645.0,DoS,0.0,0.0,0.0,0.0,20.0
0.0840338511882064,0.0,0.0,0,512.0,0.0,14.142135623730953,6.0,0.0,0.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0280112837294021,2.240902698352172,0.0,0.0,0.0,0.0,0.0,Malicious,1.0,0.0,3409338.680014718,0.0,23.629078131263043,12666.0,DoS,2.0,0.0,0.0,15439183.0,20.0
